Kitap Adı,Yazar,Puan,Türler,Çevirmen,Okunma Sayısı,Begeni Sayısı,Bkmkitap,Kitapyurdu,Erkek,Kadın,Tahmini Okuma Süresi,Sayfa Sayısı,Basım Tarihi,İlk Yayın Tarihi,Yayınevi,Editör,Tasarımcı,Derleyen,Çizer
Otuz Dokuz Basamak,John Buchan,7.3,"['Roman', 'Dünya Klasikleri', 'Polisiye', 'Edebiyat', 'Korku-Gerilim']",Nilgün Miler,1078,182,130.0,35.75,35.099999999999994,64.9,258,152,2021,1915,İş Bankası Kültür Yayınları,Damla Göl,,,
Kendinin Ağacı,Seyyidhan Kömürcü,8.8,"['Edebiyat', 'Şiir']",,1078,290,42.25,61.95,30.299999999999997,69.7,136,80,2020,0,Everest Yayınevi,,,,
Perili Ev,Charles Dickens,6.2,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat']",Zeynep Yazıcıoğlu,1078,121,4.63,,32.400000000000006,67.6,136,80,2013,1859,Bordo Siyah Yayınları,,,,
Evrenin Ötesi,Beth Revis,8.1,"['Edebiyat', 'Fantastik', 'Roman']",Ayça Sağlam,1075,272,110.0,137.5,19.5,80.5,694,408,2011,2011,Olimpos Yayınları,,,,
Kelebek Zihinli Çocuk,Victoria Williamson,9.0,"['Çocuk', 'Edebiyat', 'Gençlik', 'Roman']",Gizem Şakar,1075,276,119.0,98.18,8.0,92.0,462,272,2021,0,Timaş Yayınları,,Barış Şehri,,
Koza Kelebeği Bilmez,Robin Sharma,8.0,['Kişisel Gelişim'],Belkıs Çorakçı Dişbudak,1074,226,,,33.5,66.5,354,208,2005,0,Goa Basım Yayın,,,,
Gençliğim Eyvah,Tarık Buğra,8.0,"['Edebiyat', 'Roman']",,1074,222,171.5,184.73,45.1,54.9,660,388,2018,1979,Ötüken Neşriyat,,,,
Kavak Yelleri,Reşat Nuri Güntekin,7.8,"['Edebiyat', 'Roman', 'Türk Klasikleri']",,1073,173,262.8,,27.5,72.5,842,495,2008,1979,İnkilâp Kitabevi,,,,
Zamanın Farkında,Şule Gürbüz,8.2,"['Edebiyat', 'Hikaye (Öykü)']",,1074,281,128.0,113.6,27.799999999999997,72.2,338,199,2011,0,İletişim Yayıncılık,,,,
Isabelle,André Gide,7.0,"['Aşk', 'Dünya Klasikleri', 'Edebiyat', 'Roman']",Aysel Bora,1072,171,52.5,9.9,30.299999999999997,69.7,190,112,2011,0,Can Yayınları,,,,
Rakipler,Vi Keeland,7.7,"['Roman', 'Aşk', 'Edebiyat']",Neslin Gizem Şahin,1073,201,105.0,132.3,1.2999999999999972,98.7,503,296,2021,2020,Yabancı Yayınları,,,,
Bazı İnsanlar Hastalıktır,Emre Işık,7.5,"['Edebiyat', 'Deneme-İnceleme']",,1072,42,75.0,,36.2,63.8,153,90,2024,0,Cinius,,,,
Tanrı Tanır Beni Günahlarımdan,Emre Işık,8.6,"['Edebiyat', 'Şiir']",,1072,41,75.0,,35.900000000000006,64.1,119,70,0,2024,Cinius Yayınları,,,,
Dünyaya Orman Denir,Ursula K. Le Guin,8.1,"['Bilim-Kurgu', 'Edebiyat', 'Fantastik', 'Roman']",Özlem Dinçkal,1073,270,96.0,89.0,32.3,67.7,231,136,2019,0,Metis Yayınları,,,,
Zihni Geliştirmenin 101 Yolu,Rachel Walker,5.5,"['Eğitim', 'Kişisel Gelişim']",Erhan Kibaroğlu,1072,143,,,31.799999999999997,68.2,218,128,2016,0,NTV,,,,
"Bildiğim Bir Şey Var, O da Hiçbir Şey Bilmediğimdir",Tuğba Sarıünal,8.4,"['Araştırma-İnceleme', 'Biyografi', 'Felsefe-Düşünce', 'İnsan ve Toplum']","Editör: \nTuğba Sarıünal, Derleyen: \nZümrüt Bıyıklıoğlu",1072,231,63.0,,39.9,60.1,122,72,2020,2020,Destek Yayınları,Tuğba Sarıünal,,Zümrüt Bıyıklıoğlu,
Tahıl Beyin,Kristin Loberg,8.5,"['Eğitim', 'Sağlık-Tıp']",Hadiye Deniz Ülker,1071,339,164.45,164.65,24.700000000000003,75.3,598,352,2015,0,Pegasus Yayınları,,,,
Akıllı Yaşama Sanatı,Baltasar Gracian,8.2,"['Felsefe-Düşünce', 'Psikoloji', 'Kişisel Gelişim', 'İnsan ve Toplum']",Sabri Kaliç,1070,306,78.1,75.9,55.9,44.1,272,160,2012,1647,Maya Kitap,,,,
Kırgınlık,Nihan Kaya,8.2,"['Anlatı', 'Edebiyat']",,1070,282,74.25,98.2,11.5,88.5,258,152,2017,0,İthaki Yayınları,Ayla Duru Karadağ,Hamdi Akçay,,
"""Minonun Siyah Gülü""",Hüsnü Arkan,8.5,"['Roman', 'Edebiyat']",,1070,313,87.5,81.25,16.0,84.0,428,252,2018,2011,Kırmızı Kedi Yayınevi,,Ayşe Nur Ataysoy,,
Huşu Ağacı,Funda Uçuk Er,8.7,"['Araştırma-İnceleme', 'İnsan ve Toplum', 'Kişisel Gelişim']",,1073,276,116.9,114.81,5.799999999999997,94.2,354,208,2020,0,Cezve Kitap Yayınları,Tuğba Coşkuner,,,
Bir Nesli Nasıl Mahvettiler,Osman Yüksel Serdengeçti,8.6,['Deneme-İnceleme'],,1069,291,92.4,86.4,47.1,52.9,231,136,2020,0,Türk Edebiyatı Vakfı Yayınları,,Atilla Ceylan,,
Gözlerinin Ardında,Sarah Pinborough,8.7,"['Edebiyat', 'Korku-Gerilim', 'Roman']",Aslıhan Kuzucan,1068,328,165.0,206.25,14.5,85.5,626,368,2018,2017,Yabancı Yayınları,,,,
Dosta Doğru,Abdurrahim Karakoç,9.2,"['Edebiyat', 'Şiir']",,1068,326,19.8,,44.7,55.3,190,112,2018,1984,Kadim Yayınları,,,,
Avuçlarımda Hala Sıcaklığın Var,Osman Balcıgil,8.4,"['Roman', 'Edebiyat']",,1068,268,280.0,,17.700000000000003,82.3,802,472,2021,0,Destek Yayınları,,,,
Köpek Düşleri,Markus Zusak,6.7,"['Roman', 'Edebiyat']",Selim Yeniçeri,1068,188,14.5,18.13,23.900000000000006,76.1,272,160,2013,0,Martı Kitabevi,,,,
Kürk Mantolu Madonna (Çizgi Roman),Sabahattin Ali,8.8,"['Edebiyat', 'Çizgi-Roman']",,1068,153,,,28.400000000000006,71.6,150,88,2019,1943,Everest Yayınları,,,,Gökçe Erverdi
Haşhaş Savaşı,R. F. Kuang,8.6,"['Roman', 'Fantastik', 'Edebiyat']",Nevgül Şentürk Güven,1068,334,288.0,302.4,16.400000000000006,83.6,789,464,2021,0,İthaki Yayınları,,,,
Bir Cinayetin Psikanalizi,Jed Rubenfeld,8.2,"['Roman', 'Polisiye', 'Psikoloji', 'Edebiyat', 'İnsan ve Toplum']",Selim Yeniçeri,1067,287,97.5,,27.0,73.0,830,488,2021,2006,Koridor Yayıncılık,,,,
Tanrıların Tohumu,H. G. Wells,7.0,"['Roman', 'Dünya Klasikleri', 'Bilim-Kurgu', 'Edebiyat']",Murat Karlıdağ,1067,241,120.0,150.0,42.1,57.9,462,272,2019,1904,İthaki Yayınları,Alican Saygı Ortanca,Hamdi Akçay,,
Yalnız Anlaşıldık,Songül Ünsal,7.0,"['Deneme-İnceleme', 'Edebiyat']",,1068,255,79.75,90.63,14.5,85.5,272,160,2018,0,Olimpos Yayınları,,,,
Doğum Günü Kızı,Haruki Murakami,7.6,"['Edebiyat', 'Hikaye (Öykü)']",Ali Volkan Erdemir,1068,210,195.0,196.88,19.5,80.5,116,68,2019,2019,Doğan Kitap,,,,Kat Menschik
"""Ah Minel-Aşk""",İskender Pala,8.4,"['Edebiyat', 'Şiir', 'Tarih']",,1067,186,25.35,30.42,35.5,64.5,624,367,2018,2003,Kapı Yayınları,,Utku Lomlu,,
Ölümün Anlamı,Arthur Schopenhauer,8.1,"['Felsefe-Düşünce', 'İnsan ve Toplum']",Ahmet Aydoğan,1066,233,52.5,58.5,60.9,39.1,218,128,2012,0,Say Yayınları,,,,
"""Auroranın İncileri""",Nermin Bezmen,8.3,"['Roman', 'Aşk', 'Edebiyat']",,1065,235,111.75,39.49,6.700000000000003,93.3,564,332,2019,2007,Doğan Kitap,,Yavuz Korkut,,
Sakin Olmak,Wilhelm Schmid,7.4,"['Psikoloji', 'Edebiyat', 'Deneme-İnceleme']",Tanıl Bora,1065,168,92.8,85.92,23.400000000000006,76.6,170,100,2019,0,İletişim Yayıncılık,,,,Turgut Demir
Şiirimin Her Kelimesi,Tamara Ireland Stone,8.7,"['Roman', 'Aşk', 'Edebiyat']",Tuğçe Kayıtmaz,1065,321,134.5,141.23,2.0999999999999943,97.9,598,352,2020,2015,Pegasus Yayınları,Esengül Aydın Yalçın,,,
Küçük Köpekli Kadın,Anton Çehov,6.5,"['Edebiyat', 'Hikaye (Öykü)']",Müjde Dural,1065,119,31.85,9.9,31.200000000000003,68.8,43,25,2014,0,BZ Yayınları,,,,
Canterville Hayaleti,Oscar Wilde,7.5,"['Hikaye (Öykü)', 'Edebiyat']",,1064,193,12.96,9.9,31.200000000000003,68.8,95,56,2021,1887,Can Yayınları,,,,
Kadının Fenni,Feyza Altun,8.2,"['Araştırma-İnceleme', 'İnsan ve Toplum', 'Kadın-Erkek']",,1064,226,63.0,123.32,4.599999999999994,95.4,449,264,2015,0,İnkılap,,,,
Babam Çatlı,Gökçen Çatlı,8.3,"['Araştırma-İnceleme', 'Siyaset-Politika', 'Anı-Mektup-Günlük']",,1063,276,227.5,209.85,71.9,28.099999999999994,785,462,2014,2008,Bilgeoğuz Yayınları,,,,
Victoria,Knut Hamsun,7.6,"['Roman', 'Dünya Klasikleri', 'Aşk', 'Edebiyat']",Behçet Necatigil,1062,210,133.0,125.4,28.599999999999994,71.4,272,160,2020,1898,Timaş Yayınları,,,,
İnsan Doğası Üzerine,Arthur Schopenhauer,8.4,"['Siyaset-Politika', 'Felsefe-Düşünce', 'İnsan ve Toplum']",Elif Yıldırım,1062,248,35.0,30.5,58.7,41.3,162,95,2013,0,Oda Yayınları,,,,
Küçük Hans,Sigmund Freud,8.2,"['Araştırma-İnceleme', 'Çocuk', 'Psikoloji']",Ahmet Fırat,1062,167,41.6,40.3,35.7,64.3,272,160,2021,0,Türkiye İş Bankası Kültür Yayınları,,,,
Korsan Kralın Kızı,Tricia Levenseller,8.2,"['Roman', 'Fantastik', 'Aşk', 'Edebiyat']",Uğur Mehter,1062,218,63.0,172.58,2.5,97.5,544,320,2022,2017,Martı Yayınları,Derya Sevim,,,
Merlin 1 - Kayıp Yıllar,T. A. Barron,7.9,"['Bilim-Kurgu', 'Edebiyat', 'Fantastik', 'Roman']",Barış Yıldırım,1062,272,149.93,131.93,19.599999999999994,80.4,694,408,2016,0,Parodi Yayınları,,,,
Kıl Beni Ey Namaz,Senai Demirci,8.4,['Din (İslam)'],,1061,215,93.6,100.8,22.200000000000003,77.8,272,160,2013,0,Timaş Yayınları,,,,
Sadako,Takayuki Ishii,9.0,[],Özge Ceren Kalender,1060,215,18.0,17.4,12.700000000000003,87.3,354,208,0,0,Yakamoz Yayınları,,,,
Hadislerle İslam (7 Cilt Takım),Komisyon,9.7,['Din (İslam)'],,1060,444,245.0,1556.1,43.0,57.0,9826,5780,2020,2014,Diyanet İşleri Başkanlığı Yayınları,,,,
Kayboluş,Georges Perec,7.5,"['Roman', 'Edebiyat']",Cemal Yardımcı,1063,261,198.0,182.16,38.9,61.1,598,352,2018,1969,Ayrıntı Yayınları,,,,
Boynu Bükük Öldüler,Yılmaz Güney,9.1,"['Edebiyat', 'Roman']",,1060,481,204.0,244.8,66.3,33.7,707,416,2017,1971,İthaki Yayınları,,,,
Hazan,Ayşe Kulin,7.6,"['Roman', 'Edebiyat']",,1060,194,178.75,198.0,14.299999999999997,85.7,595,350,2021,0,Everest Yayınları,,Füsun T. Elmasoğlu,,
Öyküler,Fyodor Dostoyevski,8.3,"['Dünya Klasikleri', 'Edebiyat', 'Hikaye (Öykü)']",Ergin Altay,1059,218,182.4,180.8,47.6,52.4,843,496,2015,2009,İletişim Yayınları,,,,
Sabah Yıldızı,Pierce Brown,9.1,"['Roman', 'Bilim-Kurgu', 'Edebiyat']",Selim Yeniçeri,1058,383,275.0,325.0,26.400000000000006,73.6,938,552,2016,2016,Pegasus Yayınları,,,,
Hayatın İçinden 1,Cüneyd Suavi,8.3,"['Hikaye (Öykü)', 'Edebiyat']",,1057,166,,,29.400000000000006,70.6,479,282,2013,1986,Zafer Yayınları,,,,
İçiyorsak Sebebi Var,Harun Serkan Aktaş,8.1,['Gençlik'],,1056,216,,,25.0,75.0,272,160,2015,0,Nesil Yayınları,,,,
Uzumaki 2. Cilt,Junji İto,8.3,"['Edebiyat', 'Fantastik', 'Korku-Gerilim', 'Manga']",Fuat Yurtlu,1056,198,112.5,121.88,18.200000000000003,81.8,340,200,2017,2007,Gerekli Şeyler Yayınları,,,,
Piramit,William Golding,6.6,"['Edebiyat', 'Roman']",Armağan İlkin,1056,179,97.5,78.65,39.3,60.7,394,232,2019,1984,Türkiye İş Bankası Kültür Yayınları,,,,
Kaygılarımızın Kışı,John Steinbeck,7.9,"['Roman', 'Dünya Klasikleri', 'Edebiyat']",Berrak Göçer,1055,244,57.6,34.0,41.8,58.2,585,344,2014,1961,Sel Yayıncılık,,,,
"""Ramses - Batı Akasyasının Altında""",Christian Jacq,8.5,"['Edebiyat', 'Roman', 'Tarih']",Ali Rıza Yalt,1055,233,,,42.4,57.6,556,327,2011,0,Remzi Kitabevi,,,,
Cennetin Rengi,E. V. Mitchell,8.1,"['Roman', 'Edebiyat']",Çağla Dirice,1055,235,,,5.099999999999994,94.9,571,336,2013,0,Arkadya Yayınları,Yasemin Büte,,,
Şurimşine,Gülsen Kılıçaslan,7.2,"['Aşk', 'Edebiyat', 'Roman']",,1055,250,,,4.400000000000006,95.6,870,512,2016,2015,Nemesis Kitap,,,,
Beynine Bir Kez Hava Değmeye Görsün,Frank T. Vertosick Jr.,8.9,"['Anı-Mektup-Günlük', 'Bilim-Teknoloji-Mühendislik']",M. Ender Arkun,1053,319,41.8,41.25,27.900000000000006,72.1,462,272,2021,1996,Tübitak Yayınları,,,,
Yatağımdaki Yabancı,Sinan Akyüz,6.9,"['Deneme-İnceleme', 'Edebiyat', 'İnsan ve Toplum', 'Psikoloji']",,1053,156,87.75,93.15,13.599999999999994,86.4,323,190,2017,2015,Alfa Yayıncılık,,,,
Belki de Üzülmeliyiz,Ahmet Murat,8.3,"['Deneme-İnceleme', 'Edebiyat']",,1053,254,115.5,113.44,15.900000000000006,84.1,299,176,2017,0,Profil Kitap,,,,
Kötü Çocuk IV,Büşra Küçük,7.2,"['Aşk', 'Edebiyat', 'Gençlik', 'Roman']",,1052,296,167.4,53.63,5.099999999999994,94.9,870,512,2017,0,Ephesus Yayınları,Nilüfer Savaşer Nişli,Selim Büyükgüner,,
Keş On Dı Teybıl,Zafer Algöz,8.0,"['Anlatı', 'Edebiyat']",,1052,250,120.96,140.05,60.9,39.1,461,271,2018,0,İnkılap Kitabevi,,,,
Şimdilik,Muzaffer Tayyip Uslu,8.4,"['Edebiyat', 'Şiir']",,1052,251,52.0,52.27,46.3,53.7,136,80,2013,0,Yapı Kredi Yayınları,,,,
"""Doktor Çehovdan Öyküler""",Anton Çehov,8.2,"['Roman', 'Dünya Klasikleri', 'Edebiyat']",Mehmet Özgül,1053,205,81.25,68.88,45.4,54.6,422,248,2018,2001,Can Yayınları,,,,
Anlaşma,Fatih Murat Arsal,7.9,"['Aşk', 'Edebiyat', 'Roman']",,1052,248,155.4,,3.200000000000003,96.8,898,528,2014,2014,Ephesus Yayınları,,,,
Bıçak Sırtı,Michelle Hodkin,8.3,"['Roman', 'Edebiyat', 'Korku-Gerilim']",Dilan Toplu,1051,228,164.45,194.35,3.299999999999997,96.7,830,488,2015,2012,Pegasus Yayınları,,,,
Vücudunuz Hayır Diyorsa,Gabor Mate,8.6,"['Sağlık-Tıp', 'Psikoloji', 'Eğitim']",Defne Orhun,1052,316,228.0,192.2,15.099999999999994,84.9,649,382,2020,0,İletişim Yayıncılık,Deniz Aytekin,Suat Aysu,,
"""Onun Gibi Yaşamak""",Fatih Kurt,9.2,['Din (İslam)'],,1051,269,,,29.200000000000003,70.8,476,280,2019,0,Diyanet İşleri Başkanlığı Yayınları,,,,
Güneşimin Önünden Çekil,A. Ali Ural,8.8,"['Edebiyat', 'Deneme-İnceleme']",,1049,328,149.5,138.24,18.0,82.0,542,319,2022,2007,Şule Yayınları,Oya İşeri,Ramazan Erkut,,
Sonsuz Sevgilerimle,Julia Quinn,7.6,"['Edebiyat', 'Roman']",Murat Sarlıcalı,1050,154,165.0,,1.9000000000000057,98.1,605,356,2011,0,Epsilon Yayınları,,,,
Efendi 2: Beyaz Müslümanların Büyük Sırrı,Soner Yalçın,8.0,"['Araştırma-İnceleme', 'Tarih', 'Din (İslam)']",,1049,195,196.0,168.28,73.9,26.099999999999994,870,512,2014,0,Doğan Kitap,,Yavuz Korkut,,
Amenta,Gamze Çelik,8.7,"['Roman', 'Fantastik', 'Aşk', 'Edebiyat', 'Mitolojiler']",,1049,279,167.4,199.49,4.299999999999997,95.7,843,496,2021,0,Ephesus Yayınları,,,,
Ferman,Ömer Seyfettin,8.2,"['Çocuk', 'Edebiyat', 'Hikaye (Öykü)', 'Türk Klasikleri']",,1049,109,30.0,26.0,45.4,54.6,272,160,2011,0,Parıltı Yayıncılık,,,,
Dünya’ya Düşen Adam,Walter Tevis,7.9,"['Bilim-Kurgu', 'Edebiyat', 'Roman']",Mehmet Ali Ağaoğulları,1048,269,126.0,147.0,40.5,59.5,381,224,2020,2014,İthaki Yayınları,Alican Saygı Ortanca,,,
Divan,Turgut Uyar,7.6,"['Edebiyat', 'Şiir']",,1048,210,39.0,48.0,39.5,60.5,148,87,1970,0,Bilgi Yayınevi,,,,
Yürekte Bukağı,Tomris Uyar,7.4,"['Edebiyat', 'Hikaye (Öykü)']",,1048,201,10.12,,23.299999999999997,76.7,163,96,2018,1979,Yapı Kredi Yayınları,,,,
Fırtınalar,Halil Cibran,8.4,['Felsefe-Düşünce'],Ahmet Murat,1048,221,16.0,143.0,39.5,60.5,347,204,2012,2003,Araf Yayınları,,,,
Güneşin Oğlu,Jack London,7.1,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat']",Fatih Yiğitler,1048,159,52.0,44.95,45.0,55.0,109,64,2021,1912,Can Yayınları,,,,
Sonuncu Ölən Ümidlərdir,Varis,7.9,"['Aşk', 'Edebiyat', 'Roman']",,1049,300,,,14.900000000000006,85.1,597,351,2010,0,Qanun,,,,
Bir Toplum Nasıl İntihar Eder?,Celal Şengör,8.4,"['Araştırma-İnceleme', 'Siyaset-Politika', 'İnsan ve Toplum']",,1048,259,111.6,115.32,71.0,29.0,299,176,2018,2016,İnkılap Kitapevi,,,,
Hayatı Sadeleştirmek İçin,Marie Kondo (Konmari),7.5,['Kişisel Gelişim'],Melis Zeren,1048,215,165.0,174.56,6.799999999999997,93.2,394,232,2015,2014,Epsilon Yayınları,,,,
Mor İnek,Seth Godin,7.5,"['Ekonomi-Emek-İş Dünyası', 'Kişisel Gelişim']",Oya Gürbahçe,1048,230,149.1,158.34,60.9,39.1,303,178,2005,0,Elma Yayınevi,,,,
"""Seyahatnameden Seçmeler""",Evliya Çelebi,7.7,"['Anı-Mektup-Günlük', 'Tarih']",,1047,183,19.2,7.69,51.8,48.2,292,172,2007,1672,Antik Kitap,,,,
Kayı 3: Haremeyn Hizmetinde,Ahmet Şimşirgil,8.8,"['Araştırma-İnceleme', 'Tarih']",,1047,246,157.5,143.85,69.2,30.799999999999997,571,336,2018,2013,Timaş Yayınları,,,,
"""Innsmouthun Üzerindeki Gölge""",H. P. Lovecraft,7.8,"['Hikaye (Öykü)', 'Fantastik', 'Edebiyat', 'Korku-Gerilim']",Dost Körpe,1046,249,54.0,67.5,45.4,54.6,150,88,2020,1936,İthaki Yayınları,Alican Saygı Ortanca,,,
Erik Çekirdeği,Lev Tolstoy,7.9,"['Çocuk', 'Edebiyat', 'Hikaye (Öykü)']",Kezban Akcalı,1046,181,61.75,50.75,32.7,67.3,131,77,2009,0,Can Çocuk Yayınları,,,,
"""Nikomakhosa Etik""",Aristoteles,8.6,['Felsefe-Düşünce'],Furkan Akderin,1047,245,105.0,117.0,55.4,44.6,408,240,2014,0,Say Yayınları,,,,
Gregor ve Zaman Kehaneti,Suzanne Collins,8.4,"['Roman', 'Fantastik', 'Polisiye', 'Bilim-Kurgu', 'Edebiyat']",Yelda Rasenfos,1045,183,150.0,131.25,27.900000000000006,72.1,598,352,2012,2007,Pegasus Yayınları,,,,
Son Savaş,C. S. Lewis,8.5,"['Roman', 'Fantastik', 'Edebiyat', 'Gençlik']",Müfit Balabanlılar,1045,223,59.25,58.78,32.400000000000006,67.6,355,209,2012,1956,Doğan Egmont Yayıncılık,,,,
Vadinin Perileri,Halil Cibran,8.0,"['Roman', 'Edebiyat']",A. Erkin Köylügil,1045,175,39.05,,34.2,65.8,190,112,2013,0,Avrupa Yakası Yayınları,,,,
Neyi Kaybettiğini Hatırla,İsmet Özel,8.2,"['Din (İslam)', 'Felsefe-Düşünce']",,1045,257,,,38.9,61.1,281,165,1995,0,İklim Yayınları,,,,
"Yaşamak, Sevmek ve Öğrenmek",Leo Buscaglia,8.5,"['Psikoloji', 'Kişisel Gelişim']",Nesrin Kasap,1044,291,118.08,41.11,27.299999999999997,72.7,434,255,2020,1982,İnkılap Kitabevi,,,,
Denemediğim Yol Kalmadı!,Isabelle Filliozat,8.9,"['Aile (Kadın, Erkek ve Çocuk)', 'Eğitim']",Ertuğrul Memed Koç,1043,261,136.5,133.5,4.799999999999997,95.2,299,176,2019,0,Kuraldışı Yayınları,,Ebru Öner,,Anouk Dubois
Dev Şeftali,Roald Dahl,8.5,"['Çocuk', 'Edebiyat', 'Hikaye (Öykü)']",Lâle Akalın,1043,218,113.75,77.0,22.0,78.0,245,144,2013,0,Can Çocuk Yayınları,,,,
Bitti Bitti Bitmedi,Vedat Türkali,8.5,"['Roman', 'Edebiyat']",,1043,231,108.0,103.68,44.6,55.4,326,192,2021,2014,Ayrıntı Yayınları,,,,
Bir de Baktım Yoksun,Yekta Kopan,7.9,"['Edebiyat', 'Hikaye (Öykü)']",,1043,225,136.5,112.38,27.0,73.0,286,168,2014,0,Can Yayınları,,,,
Hayır...,Adalet Ağaoğlu,8.0,"['Roman', 'Edebiyat']",,1043,238,34.18,,26.799999999999997,73.2,519,305,2021,1993,Everest Yayınları,,,,
Sevdalar Sözde Kaldı,Ahmed Günbay Yıldız,8.4,"['Aşk', 'Edebiyat', 'Roman']",,1043,201,175.0,175.0,22.700000000000003,77.3,571,336,2017,0,Timaş Yayınları,,,,
Yanlışlık,Albert Camus,8.3,"['Edebiyat', 'Tiyatro', 'Senaryo-Oyun']",Ayberk Erkay,1042,247,84.5,66.99,40.9,59.1,163,96,2021,1964,Can Yayınları,,,,
Yunus Emre,Sezai Karakoç,8.7,"['Biyografi', 'Din (İslam)']",,1041,218,40.2,45.0,36.8,63.2,177,104,2022,2011,Diriliş Yayınları,,,,
Cyrano de Bergerac,Edmond Rostand,9.1,"['Dünya Klasikleri', 'Edebiyat', 'Tiyatro', 'Senaryo-Oyun']",Sabri Esat Siyavuşgil,1041,339,112.0,91.65,48.1,51.9,490,288,2017,1896,Türkiye İş Bankası Kültür Yayınları,,,,
Allah ile Aldatmak,Yaşar Nuri Öztürk,8.7,"['Deneme-İnceleme', 'Din (İslam)', 'Siyaset-Politika']",,1040,300,248.5,171.25,69.7,30.299999999999997,680,400,2009,0,Yeni Boyut Yayınları,,,,
Kırmızı Piramit,Rick Riordan,8.5,"['Roman', 'Fantastik', 'Edebiyat', 'Gençlik', 'Mitolojiler']",Belgin Selen Haktanır,1039,207,134.25,196.88,31.799999999999997,68.2,1057,622,2010,0,Doğan Egmont Yayınları,,,,
Saf ve Düşünceli Romancı,Orhan Pamuk,8.3,"['Deneme-İnceleme', 'Edebiyat']",,1039,215,91.0,98.2,52.2,47.8,211,124,2019,2011,Yapı Kredi Yayınları,,,,
Kanadı Kırık Melek’in Kanadına Takılanlar,Rukiye Türeyen,8.6,"['Edebiyat', 'Hikaye (Öykü)']",,1039,297,9.49,10.14,34.0,66.0,218,128,2018,0,Egemen Yayınları,,,,
Bu Ümmetin Genci,Nureddin Yıldız,9.1,"['Din (İslam)', 'Mitolojiler']",,1040,266,106.5,54.0,28.200000000000003,71.8,379,223,2021,2017,Tahlil Yayınevi,,,,
İnferis,Mahfi Eğilmez,8.0,"['Edebiyat', 'Polisiye', 'Roman']",,1039,307,182.0,194.35,61.3,38.7,626,368,2021,0,Remzi Kitabevi,,,,
Sen Gittiğinde,Gayle Forman,7.2,"['Roman', 'Aşk', 'Edebiyat']",Müge Kocaman Özçelik,1039,174,147.95,174.85,4.299999999999997,95.7,476,280,2013,2011,Pegasus Yayınları,,,,
Zincirlenmiş Zamanlar Zincirlenmiş Sözcükler,Mehmed Uzun,9.1,"['Deneme-İnceleme', 'Edebiyat']",,1039,237,11.55,78.07,57.7,42.3,286,168,2006,2003,İthaki Yayınları,,,,
Karanlıkta Fısıldayan,H. P. Lovecraft,7.5,"['Edebiyat', 'Fantastik', 'Korku-Gerilim', 'Roman']",F. Cihan Akkartal,1039,247,54.0,67.5,42.9,57.1,150,88,2020,0,İthaki Yayınları,Alican Saygı Ortanca,,,
Nefis Terbiyesi,İbni Kayyim El Cevziyye,9.1,['Din (İslam)'],Mehmet Ali Kara,1038,409,99.2,115.2,31.700000000000003,68.3,422,248,2015,2006,Karınca &amp; Polen Yayınları,,,,
Bir Kapı Önünde,Özdemir Asaf,8.7,"['Edebiyat', 'Şiir']",,1038,205,,,34.7,65.3,145,85,2002,1957,Adam Yayınları,,,,
"""Gölgelerin Efendisi 4 - Skandiyayı Kurtarmak""",John Flanagan,8.9,"['Edebiyat', 'Fantastik', 'Gençlik', 'Roman']",Çağdaş Özkan,1038,243,90.3,,63.5,36.5,578,340,2010,0,Beyaz Balina Yayınları,,,,
Harika Piç,Christina Lauren,6.6,"['Roman', 'Edebiyat']",Sertaç Kahyaoğlu,1038,168,164.45,49.99,13.299999999999997,86.7,544,320,2014,2013,Pegasus Yayınları,,,,
Buzdaki Kız,Robert Bryndza,8.1,"['Edebiyat', 'Korku-Gerilim', 'Roman']",Merve Solmaz,1038,287,130.0,187.2,17.200000000000003,82.8,707,416,2016,0,Yabancı Yayınları,,,,
Aslında Aşk da Yok,Duygu Asena,8.1,"['Edebiyat', 'Roman']",,1037,204,53.72,61.23,7.799999999999997,92.2,333,196,2008,0,Doğan Kitap,,,,
Bakire ile Çingene,D. H. Lawrence,6.8,"['Edebiyat', 'Roman']",Tülin Nutku,1038,172,38.35,54.38,25.700000000000003,74.3,218,128,1990,0,Can Yayınları,,,,
"Ermiş, Sörfçü ve Patron",Robin Sharma,8.3,['Kişisel Gelişim'],Filiz Gülerkaya,1037,249,136.95,161.85,34.2,65.8,449,264,2012,2006,Pegasus Yayınları,,,,
Bin Ömrüm Olsa,Kristin Hannah,8.4,"['Roman', 'Edebiyat']",Solina Silahlı,1036,254,175.45,167.48,5.400000000000006,94.6,694,408,2018,1992,Pegasus Yayınları,,,,
Erdemli İnsanın Yol Haritası,İbn Hazm El-Endelüsi,8.5,"['Din (İslam)', 'Tasavvuf-Mezhepler-Tarikatlar']",Cemal Aydın,1036,265,77.0,78.65,20.700000000000003,79.3,218,128,2019,0,Sufi Kitap,,,,
Yabancı,Diana Gabaldon,8.8,"['Roman', 'Fantastik', 'Aşk', 'Tarih', 'Edebiyat']",Seden Gürel,1035,325,315.0,374.06,8.599999999999994,91.4,1278,752,2024,1991,Epsilon Yayınları,,,,
